is_summer,is_weekend,is_holiday,busy_time_of_day,north_or_southbound,temperature,chance_of_rain,passengers_per_hour
0.0,1.0,0.0,1.0,0.0,73.92805767812372,0.10242042432553988,93.0
0.0,0.0,0.0,1.0,1.0,70.39724450614882,0.32677601440353143,79.0
0.0,0.0,0.0,1.0,0.0,59.635176213580785,0.23449532879424476,88.0
0.0,0.0,0.0,1.0,1.0,62.40788745761285,0.3226839163056905,52.0
0.0,0.0,0.0,1.0,0.0,58.6935394102836,0.15420753782848218,47.0
1.0,0.0,0.0,2.0,0.0,76.54700834192539,0.17726931716772645,124.0
1.0,0.0,0.0,0.0,1.0,89.95329782013515,0.05254745091511425,29.0
0.0,0.0,0.0,1.0,1.0,60.82675435711219,0.6669406776240128,66.0
1.0,0.0,0.0,0.0,1.0,77.1805212297717,0.12645229980458775,39.0
0.0,0.0,0.0,1.0,1.0,50.47359683714568,0.36397141014137946,68.0
0.0,1.0,0.0,1.0,1.0,63.1726535683342,0.2327624440593465,61.0
0.0,0.0,0.0,1.0,1.0,56.2307586780014,0.17306703133883725,67.0
0.0,0.0,0.0,1.0,0.0,62.848490207820014,0.0961255441279464,55.0
0.0,1.0,0.0,0.0,1.0,59.38993844863559,0.36174977996818203,42.0
0.0,0.0,0.0,2.0,0.0,68.53465406281266,0.04343842262573301,92.0
0.0,0.0,0.0,1.0,0.0,62.229694772603494,0.2810099172469416,70.0
1.0,0.0,0.0,0.0,1.0,80.73508612374548,0.15600062166858983,58.0
0.0,0.0,0.0,2.0,1.0,73.37207579674879,0.07910412948836466,96.0
0.0,0.0,0.0,0.0,1.0,65.57696077762978,0.03752180686997922,35.0
1.0,0.0,0.0,2.0,1.0,93.08638383386082,0.19803540825738575,93.0
0.0,1.0,0.0,2.0,0.0,59.55211849893023,0.6917452835252985,99.0
0.0,0.0,0.0,1.0,1.0,63.3698637389567,0.14795077814391308,63.0
0.0,1.0,0.0,0.0,1.0,64.3832553245817,0.03598571989411608,65.0
1.0,0.0,0.0,0.0,1.0,97.12232772030542,0.011227477063599015,43.0
0.0,0.0,0.0,1.0,0.0,62.79884298795172,0.09132953501804415,51.0
0.0,1.0,0.0,1.0,0.0,71.64602244009203,0.1253370132704731,104.0
0.0,0.0,0.0,2.0,1.0,72.30844355487777,0.07002451889537897,88.0
0.0,0.0,0.0,2.0,1.0,65.51930245796669,0.007118225352830498,106.0
0.0,0.0,0.0,1.0,0.0,46.29309935459776,0.4408078948425466,37.0
0.0,0.0,0.0,1.0,0.0,64.0103791811656,0.1051257825026661,54.0
0.0,0.0,0.0,0.0,1.0,58.037155631523746,0.2867670032669237,16.0
0.0,1.0,0.0,0.0,1.0,79.34862900671973,0.3028792574556146,29.0
1.0,1.0,0.0,0.0,1.0,87.01988711968514,0.02474181562215437,90.0
1.0,0.0,1.0,1.0,1.0,77.67740000589716,0.1454071327408882,103.0
0.0,1.0,0.0,0.0,1.0,51.39764340416285,0.28682821649397,46.0
0.0,0.0,0.0,2.0,0.0,68.20300741360079,0.23272343244183524,94.0
0.0,0.0,0.0,1.0,0.0,51.287868115034655,0.5759260684375329,64.0
0.0,0.0,0.0,0.0,1.0,66.48156716226497,0.18272410386292656,11.0
0.0,0.0,0.0,1.0,0.0,47.26329374246983,0.46242108833111506,65.0
0.0,0.0,0.0,2.0,1.0,64.59747385890334,0.40750715334817633,121.0
0.0,0.0,0.0,2.0,0.0,62.277323058283116,0.36850831094293834,97.0
0.0,1.0,0.0,1.0,1.0,70.26849736226818,0.053094335906299424,85.0
1.0,0.0,0.0,2.0,1.0,87.35492622152229,0.03776046677354721,138.0
0.0,1.0,0.0,1.0,0.0,65.54555704298659,0.17120477226133793,94.0
0.0,0.0,0.0,1.0,1.0,69.59700696519596,0.05387925591691813,67.0
0.0,1.0,0.0,1.0,1.0,57.12913884158666,0.6153002706279491,81.0
0.0,0.0,0.0,0.0,1.0,54.335036574093486,0.3438892196042827,1.0
0.0,1.0,0.0,1.0,1.0,63.11501057343924,0.27863756127246253,100.0
0.0,0.0,0.0,2.0,0.0,54.088600275314064,0.489099751668743,97.0
0.0,0.0,0.0,1.0,1.0,73.69024949410843,0.09366912086512397,62.0
1.0,1.0,0.0,1.0,0.0,92.26789001409465,0.14995097727559084,79.0
0.0,1.0,0.0,2.0,1.0,43.531517036020134,0.26597125348230977,126.0
0.0,0.0,0.0,1.0,0.0,48.5508047262863,0.2857726013853726,58.0
0.0,1.0,0.0,1.0,1.0,58.75796336315408,0.41430487562367146,74.0
0.0,1.0,0.0,2.0,1.0,64.69157925928486,0.0872659005568983,121.0
0.0,1.0,0.0,2.0,1.0,60.94630443257802,0.11163487306158337,113.0
0.0,1.0,0.0,0.0,1.0,70.01743649082209,0.1264871552293431,65.0
0.0,1.0,0.0,1.0,0.0,70.9520273714798,0.10007705955264619,88.0
1.0,1.0,0.0,1.0,0.0,82.4384165999095,0.04409949763138633,104.0
0.0,0.0,0.0,1.0,1.0,60.25835918568979,0.08577808322861723,51.0
1.0,0.0,0.0,0.0,1.0,82.46613066252722,0.26898261561943054,33.0
0.0,1.0,0.0,2.0,1.0,56.56924980688154,0.2226891574764385,122.0
0.0,1.0,0.0,0.0,1.0,63.816713412898174,0.18834043521124183,53.0
0.0,0.0,0.0,2.0,1.0,59.03355467034165,0.1381251849620049,98.0
0.0,0.0,0.0,1.0,1.0,63.19125441213773,0.1754528187714363,62.0
0.0,1.0,0.0,1.0,1.0,61.044092923389776,0.3127265712219456,68.0
0.0,0.0,0.0,0.0,1.0,49.669707281007504,0.0847905482775657,36.0
0.0,1.0,0.0,1.0,0.0,46.96610825300295,0.27968657439005523,84.0
0.0,0.0,0.0,1.0,0.0,72.43710345622274,0.39791091291762404,58.0
0.0,1.0,0.0,1.0,0.0,59.75226654935423,0.47738159471004504,72.0
0.0,0.0,0.0,1.0,0.0,62.406377595675785,0.11507187707647408,81.0
0.0,0.0,0.0,0.0,1.0,56.02671448856724,0.14181608369878793,8.0
0.0,0.0,0.0,2.0,0.0,66.8324140453225,0.19428394596442658,94.0
1.0,0.0,0.0,0.0,1.0,86.40009941795805,0.03542061987717824,28.0
0.0,1.0,0.0,1.0,1.0,75.69691602845985,0.16289669441808577,78.0
0.0,0.0,0.0,1.0,0.0,60.83523403819828,0.09284255212288788,43.0
0.0,1.0,0.0,1.0,0.0,55.05038263804929,0.08771797548803426,77.0
0.0,0.0,0.0,0.0,1.0,51.99139754435832,0.3195844466636985,40.0
0.0,0.0,0.0,1.0,0.0,43.48818158258111,0.6491713705917738,74.0
0.0,0.0,0.0,2.0,0.0,76.34060673536499,0.15483209259227632,100.0
0.0,1.0,0.0,1.0,0.0,63.09019271768308,0.203135598904788,81.0
1.0,0.0,0.0,1.0,0.0,84.78533599560544,0.007186269460038699,77.0
0.0,0.0,0.0,0.0,1.0,61.27700332667411,0.09683963814357688,2.0
0.0,0.0,0.0,0.0,1.0,78.97030762020894,0.028998699690820508,11.0
0.0,1.0,0.0,0.0,1.0,53.69363422152658,0.24541432688524595,59.0
0.0,0.0,0.0,1.0,0.0,55.84672296122987,0.14394854019545425,56.0
0.0,0.0,0.0,1.0,0.0,74.57171622073439,0.06365852592136256,59.0
0.0,0.0,0.0,2.0,0.0,63.80151252596968,0.3077046791928751,76.0
0.0,0.0,0.0,2.0,0.0,72.72759083215963,0.09784446186006289,93.0
0.0,0.0,0.0,1.0,0.0,63.99646781421267,0.3299419669794326,36.0
1.0,0.0,0.0,2.0,1.0,77.68799284567997,0.22972602424161512,128.0
0.0,1.0,1.0,1.0,0.0,67.19545259537605,0.22634062699382512,109.0
0.0,1.0,0.0,0.0,1.0,49.81784878538119,0.037818895289128705,72.0
0.0,0.0,0.0,1.0,1.0,71.25648801945769,0.21968898305123866,53.0
1.0,0.0,0.0,2.0,0.0,85.76552603365721,0.003916798134339792,131.0
0.0,0.0,0.0,0.0,1.0,64.79389915920906,0.27260687691609503,15.0
0.0,0.0,0.0,1.0,0.0,49.81729556562642,0.37813426696885216,43.0
1.0,0.0,0.0,0.0,1.0,91.18668216231127,0.013836787027263528,69.0
0.0,0.0,0.0,2.0,0.0,68.09450284705571,0.05106428608270663,86.0
0.0,0.0,0.0,1.0,0.0,59.52454785015838,0.15048886705355943,80.0
0.0,0.0,0.0,1.0,0.0,70.20285232923523,0.08221938331291473,81.0
0.0,0.0,0.0,2.0,1.0,72.8022091017091,0.01610504559503059,102.0
0.0,0.0,0.0,1.0,1.0,65.43233013941396,0.12311242017655283,57.0
0.0,0.0,0.0,1.0,0.0,67.02309701189756,0.486234877741086,46.0
0.0,0.0,0.0,0.0,1.0,65.5369722260628,0.029877962018846637,52.0
0.0,1.0,0.0,1.0,0.0,66.05919671902518,0.0012963249886226904,85.0
1.0,1.0,0.0,2.0,1.0,86.54266603776215,0.030967719793547607,112.0
0.0,1.0,0.0,0.0,1.0,63.240591313114216,0.12359351986586639,69.0
0.0,1.0,0.0,2.0,0.0,59.23599215613099,0.3301946655452925,123.0
1.0,1.0,0.0,2.0,1.0,78.23042596614698,0.08782813791024903,125.0
0.0,1.0,0.0,1.0,0.0,59.593529629492444,0.029040067412049533,104.0
0.0,0.0,0.0,1.0,1.0,59.23752732935612,0.5984647179350012,52.0
0.0,1.0,0.0,1.0,0.0,47.47004325773679,0.5355512204073507,90.0
0.0,0.0,0.0,1.0,0.0,64.28038106001601,0.2600337920603952,62.0
0.0,0.0,0.0,0.0,1.0,67.70082137046538,0.13206051002894328,23.0
0.0,0.0,0.0,1.0,0.0,63.58222360673958,0.16951134025144451,56.0
0.0,0.0,0.0,1.0,0.0,51.518491823784174,0.299682417673939,43.0
1.0,0.0,0.0,1.0,0.0,82.50946970262721,0.011470037551978125,77.0
1.0,0.0,0.0,2.0,0.0,97.57779967868137,0.05562832270877552,95.0
0.0,1.0,0.0,0.0,1.0,63.01941526994379,0.3816454150591004,33.0
0.0,0.0,0.0,0.0,1.0,44.744111846367545,0.31893480389933565,23.0
0.0,0.0,0.0,1.0,0.0,87.40816895609079,0.10395066878692594,67.0
0.0,0.0,0.0,2.0,0.0,60.59693487803226,0.41824914175657507,90.0
0.0,1.0,0.0,2.0,1.0,70.50603624882838,0.041687175645069005,118.0
0.0,0.0,0.0,1.0,0.0,56.20276526823229,0.1180825618493578,30.0
1.0,0.0,0.0,0.0,1.0,81.85094760236353,0.05888201917454686,58.0
0.0,0.0,0.0,0.0,1.0,65.62130164423078,0.3913373688101934,30.0
0.0,0.0,0.0,1.0,0.0,60.679141443774455,0.0523297070303544,58.0
1.0,0.0,0.0,2.0,1.0,83.86803799679822,0.08742318320477509,104.0
0.0,1.0,0.0,2.0,1.0,64.75816390398232,0.17846070224525473,108.0
1.0,0.0,0.0,1.0,1.0,87.04665599790718,0.14822054211771205,67.0
0.0,0.0,0.0,1.0,1.0,54.21588219978135,0.09374331760400066,43.0
0.0,1.0,0.0,1.0,1.0,73.7525032191516,0.1422587444430374,73.0
0.0,0.0,0.0,0.0,1.0,69.40477509429299,0.06154224171503414,22.0
0.0,0.0,0.0,0.0,1.0,66.38528267387899,0.10764855478959637,11.0
0.0,0.0,0.0,0.0,1.0,62.4148302867149,0.04329353628380793,24.0
0.0,0.0,0.0,1.0,0.0,70.2070310142117,0.07411359143538322,67.0
1.0,0.0,0.0,2.0,0.0,96.55964146711628,0.07761855945468886,84.0
0.0,0.0,0.0,1.0,1.0,53.68171661462918,0.08260060684179175,64.0
0.0,1.0,0.0,0.0,1.0,58.55934321186919,0.55409337886946,48.0
0.0,0.0,0.0,1.0,0.0,66.38151050652829,0.21435429284821228,58.0
0.0,1.0,0.0,1.0,0.0,55.2021668666114,0.3721833776630097,75.0
0.0,1.0,0.0,0.0,1.0,73.30588000832991,0.1037664813454765,47.0
0.0,1.0,0.0,1.0,0.0,69.36904189454665,0.16770315675129444,68.0
0.0,0.0,0.0,2.0,1.0,64.87145127166801,0.0298785080120448,97.0
0.0,0.0,0.0,1.0,0.0,70.39178376253757,0.11733345351022871,90.0
1.0,1.0,0.0,1.0,1.0,105.14044377819559,0.10679211221303743,100.0
0.0,0.0,0.0,0.0,1.0,61.56279359572768,0.06841820346787986,38.0
0.0,0.0,0.0,1.0,0.0,53.829442780243966,0.2837023741803455,55.0
0.0,1.0,0.0,0.0,1.0,43.588201362429594,0.33770676106565556,44.0
0.0,0.0,0.0,2.0,1.0,59.70624736175503,0.3641765287158987,67.0
1.0,1.0,0.0,1.0,1.0,100.1071973580609,0.03291763020509951,112.0
0.0,0.0,0.0,1.0,0.0,71.79611016424435,0.18566097724732628,59.0
0.0,0.0,0.0,1.0,1.0,59.49833018114253,0.4000348863692679,72.0
1.0,1.0,0.0,2.0,0.0,98.80524970579762,0.02075250342871827,114.0
0.0,1.0,0.0,0.0,1.0,54.63504552056482,0.22510340928088485,42.0
0.0,0.0,0.0,2.0,0.0,69.91638695992675,0.24259552900836923,93.0
0.0,0.0,0.0,2.0,1.0,58.365185441409984,0.4713757262606664,97.0
1.0,0.0,0.0,1.0,0.0,84.04407041130023,0.06393693014128177,91.0
0.0,0.0,0.0,1.0,0.0,54.937060105662354,0.27955502970962776,54.0
0.0,1.0,0.0,0.0,1.0,62.64300571925274,0.16745831754973145,61.0
0.0,1.0,0.0,2.0,1.0,70.55176141293299,0.046313424606940434,107.0
0.0,0.0,0.0,1.0,0.0,51.125222250028706,0.35329765989160283,62.0
0.0,0.0,0.0,0.0,1.0,80.14261883936743,0.028847173803522686,40.0
1.0,0.0,0.0,1.0,1.0,83.69421116919159,0.035397142476190906,66.0
0.0,0.0,0.0,0.0,1.0,65.36733023127155,0.017448077725797064,25.0
0.0,0.0,0.0,2.0,0.0,75.58333055333767,0.17630620224557084,129.0
0.0,0.0,0.0,0.0,1.0,64.0393677390743,0.3100292596696971,13.0
0.0,0.0,0.0,1.0,0.0,57.0377255328949,0.06427046816419069,75.0
0.0,0.0,0.0,0.0,1.0,58.97552562461811,0.32296521664967365,41.0
0.0,1.0,0.0,1.0,0.0,54.89147522409179,0.12931324151318818,68.0
1.0,1.0,0.0,1.0,1.0,92.3342631018553,0.04258686481726229,127.0
0.0,0.0,0.0,1.0,0.0,69.15130814801753,0.38290008662717945,55.0
0.0,1.0,0.0,1.0,1.0,73.7513504309236,0.10864386926011736,71.0
0.0,0.0,0.0,1.0,0.0,64.98089920155053,0.6187660453812945,51.0
0.0,1.0,0.0,1.0,0.0,66.42980044304754,0.16357707002197897,83.0
0.0,0.0,0.0,2.0,0.0,63.86380120179457,0.2990186202412294,97.0
0.0,0.0,0.0,1.0,0.0,71.12509256757454,0.1752971920527873,55.0
0.0,1.0,0.0,1.0,1.0,55.323841042752676,0.2098604547279255,81.0
0.0,0.0,0.0,0.0,1.0,84.10178445324672,0.06412576045386036,25.0
0.0,0.0,0.0,0.0,1.0,73.8121187648579,0.1344245277163648,31.0
0.0,0.0,0.0,1.0,1.0,53.415805323607856,0.1803133031124991,50.0
0.0,0.0,0.0,1.0,0.0,59.70072911172565,0.4432295973166221,55.0
0.0,0.0,0.0,1.0,0.0,59.104748188349184,0.11210806391193631,55.0
0.0,0.0,0.0,1.0,0.0,69.72279737286566,0.10218327863206073,61.0
0.0,0.0,0.0,1.0,1.0,70.33445006312589,0.07182234037954052,44.0
0.0,0.0,0.0,0.0,1.0,63.043832216333385,0.1115718294620061,23.0
1.0,1.0,0.0,1.0,1.0,86.36663650524376,0.1753700841721129,100.0
0.0,0.0,0.0,1.0,0.0,59.752272960321285,0.500359864946317,78.0
0.0,0.0,0.0,1.0,0.0,60.9171295549046,0.3689293608501427,70.0
0.0,0.0,0.0,2.0,1.0,60.45715845685547,0.44548353498539206,83.0
